station_id,x_coor,y_coor,y,ols_residual,mgwr_yhat,mgwr_residual,localR2,beta_Intercept,beta_TL,beta_BS,beta_LUI,beta_RD,beta_BD,beta_GBS,beta_TS,beta_ES,beta_LUM,se_Intercept,se_TL,se_BS,se_LUI,se_RD,se_BD,se_GBS,se_TS,se_ES,se_LUM,t_Intercept,t_TL,t_BS,t_LUI,t_RD,t_BD,t_GBS,t_TS,t_ES,t_LUM,p_Intercept,p_TL,p_BS,p_LUI,p_RD,p_BD,p_GBS,p_TS,p_ES,p_LUM,sumW_Intercept,sumW_TL,sumW_BS,sumW_LUI,sumW_RD,sumW_BD,sumW_GBS,sumW_TS,sumW_ES,sumW_LUM
1140.0,1180024.5514903,1863287.02462416,-2.514466053552782,-1.957275383108522,-1.411119323182491,-1.1033467303702909,0.687049215016845,-0.41224645348968647,0.7089428204460247,0.10343726692331806,0.4179954467076584,0.5584661251255966,-0.14188805672897373,-0.2803910640015496,-0.14819245750838286,-0.3056321139748133,0.22201352624464307,0.12135420468482051,0.20176105949712253,0.12302995886037456,0.09498280291547426,0.14578764673795794,0.09085608543032714,0.11095222945787822,0.10935867850996504,0.11061347359807006,0.18562600596611717,-3.3970512563645188,3.513774274446331,0.840748610187767,4.400748702685001,3.8306820750690656,-1.561679177095742,-2.5271332119378185,-1.355104684214698,-2.7630640647392695,1.1960259829388766,0.0009362068883563069,0.0006326707041623768,0.4022334919967996,2.425723489122477e-05,0.00020867447285920608,0.12111135708182255,0.012858080486741919,0.17804004264110737,0.006669467187069074,0.23414662882293216,16.64316601149041,16.84884067713155,23.68991294206008,63.76095998042896,16.86500136264491,57.773384977812434,56.73647936464879,28.728137782027392,63.76095998042896,23.86680356015868
1150.0,1155746.78506769,1871922.53234421,0.015736897681285042,0.53262263729821,-0.14687569762950875,0.1626125953107938,0.680928441636476,-0.2581076937446386,0.2984390607446244,-0.15098611888625804,0.4165901091203658,-0.02933640057512335,-0.14210819594769133,-0.2675625361921407,-0.16231200623096617,-0.30400219254643784,0.17707411374690243,0.11409064186386968,0.23103354713110524,0.12399872180243264,0.09453466359636786,0.14279782666092336,0.09072935698753778,0.11163675082497357,0.10928767518089502,0.10975652254652807,0.16154668140862732,-2.2623038097428423,1.2917563897128255,-1.2176425425322082,4.4067445027262115,-0.20544010550512992,-1.5662868190194574,-2.396724503489275,-1.4851812517953582,-2.7697870294456988,1.0961173092686376,0.02555681023306314,0.19903160633633843,0.22585240460731534,2.3690363959212105e-05,0.8375915041099896,0.1200291174297517,0.01815417719697931,0.14023191542122515,0.006541917430553655,0.2753175690200614,11.025115903815257,12.037873196049874,17.61385628478675,65.62946788245654,12.106315453130035,60.83912660667916,59.61332232874827,22.510576657871475,65.62946788245654,17.966819108215578
1160.0,1172561.88677935,1901699.06101194,-0.007555925774696814,-1.0295406970929963,0.6995237051902277,-0.7070796309649244,0.6822859524349811,0.3504262536759883,-0.03612329762719024,-0.1152509484741935,0.43619300797366195,0.01069211616117816,-0.1298926564869594,-0.22653543580267455,-0.010710885327796595,-0.31027734714217997,0.511580831579661,0.13969265100717723,0.07799746112942382,0.09804740295887966,0.09450668024916398,0.09729050815040331,0.09094332134514932,0.11449316288860775,0.12003723479380941,0.10731062446317136,0.21250084216240314,2.5085518182197273,-0.463134275194543,-1.1754615114336977,4.615472756250166,0.10989886232939607,-1.4282814237011319,-1.9785935691467842,-0.089229690655528,-2.8913944792919,2.407429666507801,0.013516413675540117,0.6441433840926027,0.24223801270696885,1.0272243813345328e-05,0.9126811362164061,0.15592114415252334,0.05025236275308017,0.9290545823161628,0.004587074840870127,0.017655920977828022,26.869368925524928,27.062187536109995,38.82484004435202,79.37583697831478,29.149916692514672,69.46217001715117,66.0473376146123,44.54543639275005,79.37583697831478,40.19578803625651
1170.0,1175717.82047829,1868822.88715732,-0.11923256143542497,0.024679934908882886,-0.06129481907272327,-0.0579377423627017,0.6935418282206369,-0.4556491386686085,0.8245912449484926,0.045386014548524166,0.4199501146680456,0.49522363847123174,-0.14018961282520703,-0.2752563209495549,-0.1352323585961654,-0.30537787311003217,0.25684152734519533,0.12468433626383421,0.19631882690992822,0.11972377562169599,0.09489455291671794,0.14123862657979275,0.09084763711764952,0.11102298673370775,0.10851472868907475,0.11019417508200177,0.1864598658626637,-3.65442165649779,4.200265751011328,0.3790894023584355,4.42543962493406,3.5062903857356273,-1.5431288834035237,-2.4792732482487265,-1.2462120140727089,-2.77127055838281,1.3774627915605764,0.000389834602879542,5.285567329927831e-05,0.7053205095705277,2.2003638765854185e-05,0.0006489463568536311,0.12554687235389578,0.014615091944561048,0.21521924492554975,0.006514072591719263,0.1710441739750512,16.760150453389034,16.96742225971726,24.34425236271885,68.27447877185614,17.25144471643211,61.55432505728352,61.26712981649645,30.683690816915014,68.27447877185614,25.813908934022322
1180.0,1154084.66231414,1930852.94827109,-0.32062414984299725,-0.18317434848038802,-0.3465067110584081,0.025882561215410826,0.7684468395212011,0.2720480114850353,0.5071780638873191,0.18455057525310473,0.4477371462426245,-0.24643677314121112,-0.12458095812511522,-0.19067542492873402,0.1774900936574355,-0.3131808420001516,0.2568986061230173,0.13375124653018833,0.19743227863372262,0.11048516139401841,0.09365971245959771,0.19361169266394077,0.0902399906081041,0.10946777483811881,0.1399254045601263,0.10763436922452777,0.16687265585621566,2.033984867749496,2.568871044781074,1.670365259231057,4.78046680354444,-1.2728403421840895,-1.380551541346538,-1.7418406943112277,1.2684622511215793,-2.90967322293541,1.5394889282781696,0.044254211388571586,0.011482995769889013,0.09756671054757282,5.218863107294394e-06,0.20564194162738847,0.17009432604127483,0.08421010414371616,0.20719467083673862,0.004344690481615091,0.12643208186936722,21.47654011249876,21.93645082478715,27.761644227159646,77.26390330188205,22.218459601726543,67.13727457241038,66.38974701571962,29.619519705906132,77.26390330188205,28.43542079126866
1190.0,1164754.77227608,1949075.67852806,-0.5061295229154971,-0.10295122433244869,-0.09517100721655886,-0.4109585156989382,0.751160342372452,0.2935269306930024,0.4959266203220601,0.2011615312876566,0.4529001090752887,-0.3167878708533524,-0.12220436666546415,-0.1902064394117597,0.24101801414725435,-0.3142336320065658,0.2764216784460153,0.13180677023846213,0.20352595827726727,0.11611161675296079,0.09383279248161744,0.19497510300130858,0.09030354183542841,0.10890711414688213,0.14705889719284249,0.10777825510352794,0.17824508635716968,2.2269488142525566,2.4366750291697428,1.7324841123834156,4.826671967201821,-1.6247606282901992,-1.353262166484817,-1.7465015109594202,1.6389216752468954,-2.915556869098727,1.5507955035131693,0.027898058392409483,0.016356089977226148,0.08586835209528403,4.306375196437625e-06,0.10695125994973109,0.1786260546852935,0.08339392644604135,0.10396259618747412,0.004269209270121348,0.12369841813737795,18.85158065916551,19.353016417288917,22.44053418601485,67.20692449555847,19.72501283584514,55.72102142254133,55.38189207099953,23.528751942470223,67.20692449555847,22.609228856296927
1200.0,1167746.82808687,1933638.97732968,0.7639768037701826,0.0358817541522678,0.7964004931237226,-0.03242368935354001,0.7374080788378341,0.3066603539929751,0.47761996541580753,0.16030635302333648,0.4498569123192785,-0.331576024996206,-0.12352800450503168,-0.19611722367827408,0.21947009974286638,-0.3141863576476814,0.28389434774449485,0.13201999049773847,0.198824304028249,0.11283282756061369,0.09376489174782404,0.19088484042712944,0.09041164009447951,0.10950886735766012,0.1326213813815171,0.10740214498666419,0.18217972014462047,2.3228327228082044,2.402221236232504,1.4207421411753602,4.797711637412712,-1.7370474483686702,-1.3662843011800894,-1.790879847544654,1.654862115419445,-2.925326656061599,1.5583202538632173,0.021946579151461563,0.017896802756060558,0.1580974944488819,4.8582632111780355e-06,0.08505629170829597,0.17451541765708456,0.0759432821598266,0.10067921104973768,0.004146529274821013,0.12190516152547275,22.673506674676236,23.122089425187426,26.943523362218563,76.70292572070798,23.570340643971104,65.24407468790011,64.91735897320079,31.652436484114766,76.70292572070798,27.373109175826183
1210.0,1169286.3350323,1920014.04624499,-0.30077652798715226,-0.12665368557743212,0.3467742426723872,-0.6475507706595395,0.7126118845441144,0.3977638691384949,0.3768251920836854,0.028282592608471675,0.44551647342690937,-0.27082510707046237,-0.12569504668639714,-0.20471412755885102,0.1611542838863657,-0.31374284589394164,0.3586295665242328,0.13949125169938237,0.19321943672468234,0.10013086939601894,0.0938009523945331,0.17128623770571144,0.09059266180010138,0.11094616679255616,0.1177485580490596,0.10712753296798626,0.19952419015913164,2.851532725476691,1.9502447500694367,0.28245627726064815,4.749594349032163,-1.5811259018705848,-1.3874749255491738,-1.8451662953044552,1.3686306359626181,-2.9286854387629724,1.7974239927409592,0.005159253619763824,0.05358047390689463,0.778101404291186,5.930293386193573e-06,0.11659579510691793,0.1679798137025137,0.06758613350126907,0.17378242916723416,0.0041051069442179225,0.07489261052214866,15.95542689429639,16.127151343128876,24.443703938644703,83.1332226879942,16.370784573715103,71.99931983578355,71.15589968288491,33.7184511037998,83.1332226879942,26.124084611054005
1220.0,1169427.09509643,1916013.32534527,1.804232619278253,1.4890077183445387,1.132011569582839,0.672221049695414,0.6998595721839107,0.4385807602282518,0.2552257958847276,-0.03639415599900298,0.4437529466211324,-0.10622187587402683,-0.12655287451534494,-0.20812425724880176,0.12851590716241695,-0.3134282221941812,0.40706366952036427,0.13565071113946575,0.14618499925624584,0.09541127586989329,0.09385311024921231,0.12803157425107228,0.09066414081948046,0.1116781519519924,0.11678373961544533,0.10708778635954605,0.20280583636822772,3.2331622631696817,1.7459096157831182,-0.38144501964979005,4.728164526916749,-0.8296537513920103,-1.3958426492710256,-1.8636076404476059,1.1004606256453529,-2.9268344490925364,2.0071595414111876,0.0015979471218160008,0.08349721482974838,0.7035769078917476,6.478498974751016e-06,0.4084534579782151,0.1654509360557557,0.0649276350413026,0.2734296451764495,0.004127887059076072,0.047077977750620566,14.441435103555285,14.53974834047286,25.448306714886677,84.05380239136117,14.61832828332148,72.72024381642974,71.53682360632897,33.456824581909196,84.05380239136117,27.601502023122755
1230.0,1175712.49286229,1874259.92345038,-0.2395917318556798,-0.11088935962721544,-0.019520844939127424,-0.22007088691655238,0.703642964957194,-0.4346732248452921,0.675928555901609,-0.03271143251582486,0.42285504578833244,0.49845995924103736,-0.1375828509494065,-0.2698798334781965,-0.11750737227597018,-0.30526494243372193,0.3132907785070339,0.1303755999506013,0.16313103689697195,0.10676806175966988,0.0949028045934635,0.14693876939977799,0.09085866176403518,0.11110529150527182,0.10880782364953857,0.10980466818840788,0.19073721425231882,-3.334007475401745,4.143469990499127,-0.30637844292291105,4.455664377883485,3.3922970859029835,-1.5142513468525054,-2.429045726101992,-1.079953337311958,-2.7800725367152364,1.6425257112783127,0.0011524832458150078,6.562513641505025e-05,0.7598705194109057,1.9518876718087212e-05,0.0009510853284521345,0.13270575086784905,0.016686700237337936,0.2824226946849845,0.006351074946783885,0.10321280034614232,15.178515117398673,15.678671985457784,24.782718782075964,71.08932632726682,15.80068274975731,64.84580353120754,63.907684729854395,31.21411926414361,71.08932632726682,25.919731624105353
1240.0,1151344.51459959,1924006.59972071,-0.4753937703405256,-0.1959697849764181,-0.3206617785928156,-0.15473199174771002,0.7758517396450998,0.2417491812203534,0.5171525250878476,0.1520869875119974,0.4450664036691526,-0.10989263230607955,-0.125858346248957,-0.1916012297355463,0.12442325123947155,-0.3126195551410284,0.2505091757810417,0.13875766003056786,0.19574809839402926,0.10416356737343165,0.09360799535683,0.2111580650239762,0.09023798756213959,0.10991809974342832,0.13505586292419453,0.10760965283836832,0.1583039242395542,1.742240256625089,2.641928730499595,1.4600785221454433,4.7545768069551855,-0.520428297605406,-1.3947379551465346,-1.7431272027335205,0.9212724908455774,-2.905125580235713,1.5824571436520896,0.08413987918093438,0.009390974832774845,0.14699499829531065,5.809431511947671e-06,0.6037656043293661,0.16578312206394588,0.08398416581256975,0.3588368247258835,0.004403869777282571,0.11629164437705286,16.006180719032255,17.041286504809243,25.812440413949176,79.03748522403188,17.232357780434512,68.97309212440767,68.01703563449934,27.20394018379862,79.03748522403188,26.23961050822458
1270.0,1178962.66758531,1876518.81702049,-1.6411508536590154,-0.7321931782191609,-1.3955321653323112,-0.2456186883267042,0.7097214273575214,-0.4002858846816393,0.5455957402425125,-0.05998473291124224,0.42476277009867147,0.5716322235511295,-0.13608851066693362,-0.26799738207131407,-0.10453062440151675,-0.30536318746941266,0.3456180070097764,0.1373097075637462,0.14621782028189437,0.09862472807661672,0.09499506909496128,0.16299673061167166,0.09087692238617737,0.11110801284603039,0.10937785044334832,0.10969946042183615,0.19324336484696356,-2.915204553150811,3.731390190269931,-0.6082118965604959,4.4714191393877485,3.5070164990793797,-1.4975035145736082,-2.412043696998663,-0.9556836596972423,-2.7836343615107593,1.7885116380760802,0.004273694996031603,0.0002974573939227514,0.5442463110521691,1.8333325547516393e-05,0.0006473501214799513,0.1370020571404836,0.017444938509421828,0.34123674663770975,0.006286179418737897,0.07632649121840965,13.33323754504604,13.66367909127704,25.854109340579278,70.60293771357442,13.84753533221633,65.60694336977052,63.1266868024707,31.848156333430957,70.60293771357442,26.020153298753865
1280.0,1139918.57154895,1932409.02840054,0.80820765628887,0.8546856735081098,0.5744793568575409,0.2337282994313291,0.7864527112117436,0.24745793661319593,0.5128808015057681,0.1820926259070879,0.4467833234348192,-0.13137154594711378,-0.1255204746227406,-0.18444330947163365,0.11825764113172035,-0.31237102392854804,0.2515950548229379,0.13842992902690018,0.22782877659114997,0.10679324604115589,0.09364035967484338,0.21964150625735904,0.09008743302935705,0.10956527939638808,0.1364143051094125,0.10804877938831907,0.15349511184214448,1.7876043017049372,2.251167781259512,1.7050949629990009,4.7712687668675,-0.5981180341805828,-1.3933183619721619,-1.683410205201503,0.8669005866860561,-2.8910185353034894,1.6391079286073953,0.0764737334830616,0.026274957595216076,0.0908766435270197,5.421680819429658e-06,0.5509373120990201,0.16621074550233295,0.09500850177075484,0.38780168132330917,0.004592187770317067,0.10392374026637802,12.253968196377055,12.47952045250862,22.430103917502137,69.11862388394987,12.649957863823436,59.28582133041049,58.14081762766304,23.669345229071805,69.11862388394987,22.572873202724292
1290.0,1152910.87594505,1931513.3373917,0.45976612484925533,0.8081893819078905,-0.06141886128031632,0.5211849861295716,0.7703525772293915,0.27094726835256416,0.5118981916698689,0.18633522158131324,0.44782000291300905,-0.24159458444821447,-0.1245748229818383,-0.1899565117779998,0.17235831752007272,-0.3131324590707399,0.25644607868300917,0.13374688991734848,0.19922489293968876,0.10998620097449469,0.09365888946097402,0.19514677981174786,0.09022280105728474,0.10943472076180163,0.13939745012703963,0.10767459115443413,0.16552356621046094,2.0258210753162285,2.5694489484546272,1.6941690860340157,4.781393474664331,-1.2380147122144336,-1.3807465687386784,-1.7357974731937582,1.23645244129641,-2.9081369681880127,1.5493025226205042,0.04509783269499552,0.011464921612876842,0.09293980960432816,5.1988427750553425e-06,0.21823208764712523,0.17003448618884914,0.08527810069340594,0.21880975299896938,0.004364599858867332,0.12405668479501795,20.876633564201505,20.90505117377485,27.54959257680357,76.50580666333997,21.459851973736612,66.40671228215685,65.63341212102488,29.379445221394267,76.50580666333997,28.150109307940262
1300.0,1166979.64523815,1943698.46533905,0.8839397330713468,0.7273099538200043,0.6276525600447695,0.2562871730265772,0.7453605523204503,0.29830058836617274,0.4925632050851795,0.18899047220467607,0.45208274479237265,-0.32596531806197016,-0.12254819190384017,-0.19236578662242923,0.23758965511062985,-0.3143043594733823,0.2788809634288506,0.13158644229925595,0.20279492869896432,0.11524626689238356,0.09380957482774516,0.1958572819009799,0.09034503601994191,0.1090615369448417,0.1421487926825209,0.1076313286228551,0.17967377128103978,2.2669553424643314,2.4288733857657605,1.6398836795395249,4.819153541869209,-1.6643002236024562,-1.3564463229257004,-1.7638279453160373,1.671415216598211,-2.9201939945823634,1.5521517773044025,0.025261969639307724,0.01669423664837116,0.10376202988967491,4.4435028083857065e-06,0.09877495733828819,0.17761424794067132,0.08041654604839119,0.09735876331463698,0.004210570624027606,0.12337366637612651,20.59808624547786,20.665603458007027,24.124238223597235,70.43235413080623,21.082012400464933,58.818473770478164,58.50572914357666,26.42236032777537,70.43235413080623,24.242600791218724
