"station_id","stationname","LINES","POINT_X","POINT_Y","TL","BS","RD","BD","LUI","LUM","LS","GBS","TS","ES","avg_rides"
30,"Pulaski-Lake","Green Line (Lake)",1149789.47306214,1901420.43035568,-0.390411915909135,-1.09263046416444,0.62209958506023,-0.548106055244602,-0.692800295423381,1.26449347329267,0.0459865119699921,2.39465623623976,-1.08845795597017,-0.60264997877247,-0.978195085747856
40,"Quincy/Wells","Brown, Orange, Pink, Purple (Express)",1174769.55910141,1899173.22932958,2.62877356712151,1.1683005697624,-0.878905804805668,3.27270448877044,1.61106214669246,0.48256281021771,-0.378253855344738,1.05190454931846,1.28415638413903,-0.60264997877247,0.111421528388571
60,"Belmont-O'Hare","Blue Line",1153202.40157732,1920656.94749359,-0.390411915909135,-0.0286629187871048,0.27389019775186,-0.493414218948212,-0.610519493919244,-0.0561860209240611,0.294789133213127,-0.506580089952387,0.643134268681844,-0.60264997877247,0.312532583557873
70,"Jackson/Dearborn","Blue Line",1175981.49715054,1898986.07233741,-0.390411915909135,1.5672883992789,-0.885470225162664,2.70037689722869,1.75211494927098,0.582014142028576,-0.670263464387397,1.25877826011546,0.930421162966629,-0.212037561244222,0.513859631617786
80,"Sheridan","Red Line",1168782.69906383,1926475.82647501,-0.390411915909135,0.370324910729395,-0.401148700999737,-0.426934581363168,-0.116834684894421,0.0275730521421185,-0.0315093870699677,0.165618930962097,-0.818783751116124,-0.346510690511057,0.634982730668468
90,"Damen-Brown","Brown Line",1162299.35492979,1931030.29073525,-0.390411915909135,-0.560646691475771,-0.506569239813799,-0.360611846824266,-0.4812210915556,-0.0863411167277852,0.151036510267249,-0.300269947019727,-0.540120424195413,0.178574856284026,-0.353353298181331
100,"Morse","Red Line",1165641.09906091,1946344.11935752,-0.390411915909135,-0.294654805131438,-0.424457377550203,-0.38704237235039,-0.387185889836586,-0.521088055703165,0.626525963638307,-0.893411607951125,0.210236204293777,-0.191479012542091,0.505664257119309
120,"35th/Archer","Orange Line",1162147.77912165,1881157.78688081,-0.390411915909135,0.370324910729395,0.196895252354736,-0.51365828180235,-0.645782694563874,0.243396881290417,0.0459865119699921,-0.36151827437776,-1.08845795597017,0.37388106504815,-0.285771539733467
130,"51st","Green Line",1179151.84211349,1871283.07634361,-0.390411915909135,-0.0286629187871048,0.00921445684953069,-0.505218213428482,-0.587010693489491,0.628730424772295,-0.479263466910293,0.119718541436506,0.478220717993514,-0.230638149578997,-1.46296746417213
150,"Pulaski-Cermak","Pink",1150164.33155849,1889923.88301697,-0.390411915909135,0.370324910729395,-0.0592549173501496,-0.485595219744072,-0.563501893059737,0.970775877354782,-0.296567822904498,0.637095684496545,-1.08845795597017,-0.60264997877247,-1.02986595416412
160,"LaSalle/Van Buren","Brown, Orange, Pink, Purple (Express)",1175321.45695792,1898497.01044895,2.62877356712151,1.30129651293456,-0.85786924281574,1.86688924539776,0.823517332295717,0.607147442228622,-0.881582606106766,1.95158326484877,1.0115581364673,-0.325619894698825,-1.19686761911152
170,"Ashland-Lake","Green (Lake), Pink",1165706.56389297,1901501.95688375,0.615983245101079,-1.09263046416444,0.152927276593963,-0.476444232446996,-0.610519493919244,0.350364998320821,-0.0369476972120527,-0.506580089952387,0.643134268681844,0.219691953688288,0.0105487762651293
190,"Sox-35th-Dan Ryan","Red Line",1175756.53587033,1881859.32211346,-0.390411915909135,-0.427650748303605,-0.405931370467518,-0.392766189475262,-0.634028294348998,1.31868738048385,-1.71514577905638,-0.415560917893624,0.8468510019615,2.15461414127999,0.595517505497489
210,"Damen-Cermak","Pink",1163335.47601876,1890260.80487328,-0.390411915909135,0.237328967557229,-0.144821038800787,-0.476646269736873,-0.610519493919244,1.06407688961027,-1.03215818848759,0.267082931345491,0.643134268681844,0.630862919918668,-0.643869420284969
220,"Western-Forest Park","Blue Line (Congress)",1159883.32292754,1897892.77774439,-0.390411915909135,0.104333024385062,1.87350434757441,-0.555146168939168,-0.751572296497765,1.50716502154827,-0.17912062453713,-1.28024311125027,-1.08845795597017,1.62942098076387,-0.97962588212015
240,"79th","Red Line",1177486.45894394,1852436.46589406,-0.390411915909135,0.370324910729395,1.07414477323353,-0.535756338663794,-0.634028294348998,0.486509074829368,0.138677682859748,0.449121290162615,0.8468510019615,-0.60264997877247,0.736367608944751
250,"Kedzie-Homan-Forest Park","Blue Line (Congress)",1155108.3249071,1897455.04718398,-0.390411915909135,0.636316797073728,0.590580361911845,-0.520605791644999,-0.645782694563874,1.00936831269758,-0.347950973765972,0.557206562494746,-1.08845795597017,0.862146586958459,-0.723980929584362
260,"State/Lake","Brown, Orange, Pink,  Purple (Express), Green",1176356.59423889,1901743.42939598,3.63516872813172,1.70028434245106,-0.852116005188567,2.23062657671513,2.65720376581649,0.359939296871514,-0.627819019803262,0.650007046464822,2.12402458083418,-0.52373838006093,1.85651028247833
280,"Central-Lake","Green Line (Lake)",1138825.73519593,1902065.79330028,-0.390411915909135,-0.826638577820105,-0.0124825633298394,-0.487573854985112,-0.610519493919244,1.15261701268261,-1.36389501891277,1.04074595264337,-0.222661843644164,1.04203388614905,-0.549306480474489
290,"Ashland/63rd","Green Line (Englewood)",1166854.40799004,1862752.12183966,-0.390411915909135,-0.0286629187871048,0.269923415340697,-0.52251672704372,-0.610519493919244,0.164187521329016,0.294789133213127,1.04074595264337,-0.222661843644164,-0.60264997877247,-1.54697949671409
