station_id,x_coor,y_coor,y,ols_residual,mgwr_yhat,mgwr_residual,localR2,beta_Intercept,beta_TL,beta_BS,beta_RD,beta_LUI,beta_LUM,beta_GBS,beta_TS,beta_ES,se_Intercept,se_TL,se_BS,se_RD,se_LUI,se_LUM,se_GBS,se_TS,se_ES,t_Intercept,t_TL,t_BS,t_RD,t_LUI,t_LUM,t_GBS,t_TS,t_ES,p_Intercept,p_TL,p_BS,p_RD,p_LUI,p_LUM,p_GBS,p_TS,p_ES,sumW_Intercept,sumW_TL,sumW_BS,sumW_RD,sumW_LUI,sumW_LUM,sumW_GBS,sumW_TS,sumW_ES
510.0,1179221.19584155,1868763.71813326,-1.19155206930574,-0.5164084451876702,-1.166363691625641,-0.02518837768009896,0.6404467534547502,-0.26202064706849926,0.7734694630019058,0.09833230900322917,-0.012216874413645112,0.46116145981768847,-0.13214034462441684,-0.31301501560219325,-0.0003425879497050534,-0.018293591717631005,0.1182573131769813,0.2084655158737613,0.0883324888176428,0.08746200295843654,0.11257000285022424,0.10097790569387197,0.11832864335584063,0.08916070925555894,0.07367653552403618,-2.215682396541218,3.7102993258141033,1.1132065938528055,-0.13968207907896624,4.096663837090503,-1.308606508685355,-2.645302157829083,-0.0038423645635557117,-0.24829603601085337,0.028682498160064906,0.0003204607977079404,0.2679411588921938,0.8891555262464018,7.832385495631754e-05,0.19327688451141647,0.009303273608105908,0.9969409016106855,0.8043482060614107,16.84994501895543,16.268890260507376,66.97574674539318,24.967763823151778,61.26287519999184,66.97574674539318,20.04873758437371,54.136761497367594,53.49698263045802
530.0,1169332.77215234,1918811.40944387,0.52018575980769,0.3134619148969928,0.704424563258767,-0.18423880345107702,0.7556353169955159,0.5525149174024973,0.504749441859103,0.13011615707427535,-0.1611324751789481,0.4812658229388228,-0.08707750744531831,0.09714945881844667,0.13055905717974114,-0.1414372609209889,0.1323974639371761,0.18573129501754865,0.08684174355469741,0.1490956010291614,0.11261355554156383,0.10406441239298149,0.16026317038077353,0.09457609622450665,0.10913604652579355,4.173153329165512,2.717632705955193,1.498313503946653,-1.0807325908122027,4.273604723910839,-0.8367654747954081,0.6061870521319819,1.3804657031922465,-1.2959720039662714,5.862152784217956e-05,0.0075924601632544175,0.13679179953894982,0.2820772981177793,3.9858711430215754e-05,0.40445985500444737,0.5455852485158499,0.1701206686522559,0.19758010826527717,16.488621534351065,15.130767591438804,83.48126532776618,24.865734090103825,72.31108920569238,83.48126532776618,19.23034683788011,66.61686462025158,65.40641467010758
540.0,1168029.49407113,1930295.53438257,1.3614000146800602,1.5986552371908436,1.134982235088513,0.22641777959154719,0.7613381520942131,0.578037831926931,0.5649691662193546,0.13436343916435187,-0.33063165259946004,0.48661695042494335,-0.08182455497354522,0.225129489171041,0.14466945175502363,-0.13290588569144568,0.12326069226906547,0.19530946947872618,0.0865860994650672,0.20161010395263299,0.1121523408367295,0.10460745528886178,0.1478754540040446,0.0940822300413671,0.10963960904450698,4.689555293630297,2.892687014752723,1.551789952364816,-1.6399557666868712,4.338892499206562,-0.7822057686767723,1.5224263599886119,1.5376915671685694,-1.212206855256972,7.592605493566962e-06,0.004569535867433351,0.12346023719724049,0.1037470131429328,3.092235010850148e-05,0.43570127125781033,0.13064736602206783,0.12687099856989414,0.22791779600771497,23.12779539386859,22.022912790380175,78.63156595479,27.10314303165545,67.19055169970184,78.63156595479,26.311284593715172,61.96862600925976,61.90489938039995
550.0,1148588.58858103,1926020.53969059,0.0866895525455768,0.15171515977213024,0.00032850016079902233,0.08636105238477777,0.8194888894154158,0.4898156624108088,0.6431424441743906,0.1332944449719116,-0.1286152380936718,0.4879854246276358,-0.07796428506478664,0.16238074773042493,0.13589804088460952,-0.13096332241710426,0.12884919390370547,0.21172749313373446,0.08625272422936092,0.12505680853120504,0.11171924672502825,0.10409342171817185,0.11516649100989096,0.09450569473120887,0.10788942380182767,3.8014647012605223,3.037595329049494,1.5453940285695624,-1.0284545048307294,4.3679620023638535,-0.7489837856984984,1.4099652277890364,1.4379878511144528,-1.2138661770745847,0.00023176837051715676,0.0029514406494144433,0.12499848066083981,0.30589436762680416,2.7595750379254073e-05,0.4553962304910344,0.16124881586720197,0.15315320964734402,0.22728586490140817,16.332937067112912,14.003477539693709,76.80477400477204,25.57699703073609,66.80071595852154,76.80477400477204,23.133432965123195,59.29558661148349,58.673014038326706
560.0,1176444.43423897,1898979.0284974,0.762261463870672,-0.22578703973128145,0.8154283154557814,-0.053166851585109476,0.7470671947423115,0.0836915587007796,-0.017231497604401673,0.1140146603488642,-0.09493389554872572,0.4722345944286619,-0.11284299314158133,-0.4976466726202175,0.07088804839298496,-0.12326707095705618,0.12637972335634964,0.07264621518038791,0.08901379491364543,0.10162660425178538,0.11359344692841142,0.10261005619409243,0.12334135565007136,0.09769707494275355,0.10991447357660676,0.662222993357856,-0.23719745841698867,1.2808650665829129,-0.9341441273932748,4.157234481371733,-1.0997264530109285,-4.034710580221595,0.7255902844022959,-1.1214817025088428,0.5091532385545849,0.812925644128221,0.20281817119762593,0.35218685051085186,6.228314006023359e-05,0.27374813914647256,9.87872575173453e-05,0.46956399437877383,0.26441917719039293,28.62429143064755,27.61692190275289,75.11192242571157,38.424435882162044,67.14387323041998,75.11192242571157,36.0324644764666,58.944019822902135,57.34373797210321
570.0,1157455.12068528,1914787.23945613,0.340770747729254,0.09476105710948088,0.4410933058682124,-0.1003225581389584,0.8165183108713325,0.4281263221966325,0.5763124285618321,0.12844462301456094,-0.05018361487852024,0.4819511698233617,-0.0839922243511646,0.0185766110556248,0.12122418697035547,-0.14288642991449035,0.13246030363130126,0.19358433888702686,0.0865310592120585,0.11839366090308602,0.11229322318781385,0.1035987269339429,0.11852672220801061,0.0947847540019936,0.10840074377279331,3.232110379184299,2.9770612223861765,1.4843759475980343,-0.4238707925384556,4.291898977886525,-0.8107457189577254,0.1567293071938954,1.2789418324365307,-1.318131453175069,0.0016033441244079538,0.003549223116783837,0.14044504687688247,0.6724518328740021,3.713106173035081e-05,0.4191863895383353,0.8757330110388598,0.2034923051052437,0.19007914904663442,11.911447715493688,10.587413467139996,83.93327639236743,20.61220369407822,73.0393763332429,83.93327639236743,17.97258197905603,66.12744343410749,64.8587666862743
590.0,1162783.21413024,1910383.12246002,0.928434893269377,-0.12447769120912844,1.0181099939125662,-0.08967510064318918,0.7970556411867862,0.3079309747998447,0.4733994127348319,0.1255376452643983,-0.024470997959548692,0.47800901897801373,-0.08882273664049808,-0.17775156155655047,0.11258861936737091,-0.14598220679435672,0.12964176008598402,0.1730536305485976,0.08691258560554543,0.11409266393897877,0.11276620680061097,0.10342346880293843,0.11491303875359912,0.09593019191765038,0.10946415249128379,2.3752452496449568,2.7355647566254904,1.4444127325144083,-0.21448353570424775,4.238938530788852,-0.8588257352858628,-1.5468354460427427,1.173651559709384,-1.3336074273811305,0.019191661742021762,0.007215108446833141,0.1513419858178686,0.8305498673441596,4.556476534478073e-05,0.39222325371078237,0.1246504996383682,0.24295959104582204,0.18496796343769445,11.765816798552194,10.479831879684395,85.02225820075897,20.97463103083682,72.73945972620135,85.02225820075897,18.74543032292832,65.63199327218531,65.30197903056785
630.0,1175328.34617393,1908360.20047414,1.45395375489833,0.8746296871020788,0.9118739473249962,0.5420798075733337,0.7311289700947721,0.17822653945177006,0.008023902320903626,0.12336193357419777,-0.06640677741896923,0.47460166746805177,-0.09920983537228581,-0.452677924862288,0.10527595260385554,-0.1375316897587791,0.12171616256847977,0.07211351198704732,0.0879387744330259,0.11300823505022417,0.11334867882455052,0.10354366084111753,0.120377728556434,0.0969932410439511,0.11012983274865767,1.4642799747444921,0.11126766814996945,1.4028161566903585,-0.5876277723429281,4.187094833303487,-0.9581449464542136,-3.760479037865124,1.0853947292693442,-1.2488141162681954,0.14584577424514136,0.9115980590581643,0.16336567588759415,0.5579342469333266,5.558515934466739e-05,0.33999970317610606,0.0002682895658183564,0.2800169137590949,0.21426924433751496,23.761977852565487,21.18727607647028,79.48002615930821,35.443879979342654,69.81219719251,79.48002615930821,32.17607902513413,62.18798367136162,61.7376666669625
650.0,1170472.73119341,1910775.10249239,0.9481127093480011,0.5487515676510717,0.7987917269704455,0.14932098237755553,0.7545755803720948,0.3182903639942139,0.1440262342215354,0.1254543216266402,-0.0522205903378373,0.4762924452087699,-0.09318449998963829,-0.3607525937615854,0.11078060202445415,-0.14251670200673175,0.12568791118711847,0.08404333097593097,0.08732765853240508,0.11929376214766092,0.1130906404470297,0.10360947141660855,0.11450438650851072,0.0955590484359574,0.10970329687688206,2.532386456167273,1.7137140157234227,1.436593213822254,-0.43774787044773594,4.211599150257351,-0.899382061461814,-3.1505569765641415,1.1592895056787642,-1.2991104740149748,0.012677245547578353,0.08927554278411828,0.15354856622142987,0.6623901262394699,5.061039251560033e-05,0.3703285698908766,0.002077494941629687,0.2487396446825698,0.19650459345279997,15.446206756878592,12.592271021269541,83.57198260960827,31.296892785087593,72.00969223796316,83.57198260960827,27.933702093976095,68.12331006882192,65.3144750503585
660.0,1169507.15116051,1913523.19132695,0.35260500865084604,0.3669242229107035,0.43583824969073487,-0.08323324103988883,0.757216337915184,0.459714207926399,0.30911360305202334,0.12729194225251375,-0.06985354578421177,0.47821240271116267,-0.09045548524247492,-0.24211242130999663,0.11908049577452394,-0.14256281543821042,0.1293952906916497,0.11946877770107743,0.08708387171499381,0.12156464051448304,0.11289822868309188,0.103760426170385,0.1186191568579528,0.09522985353851596,0.10918599528421037,3.5527893284918894,2.587400733482482,1.4617166157829091,-0.574620592703431,4.235783043625217,-0.8717724915078698,-2.0410903914949237,1.250453417177225,-1.3056877401457982,0.0005538714671038359,0.01091605941670742,0.1465460986191906,0.5666703153940638,4.612147076247669e-05,0.38514890267074053,0.04353096688011756,0.21367232763713404,0.19426474897671955,13.658592759366522,12.891737788469117,84.22783420912465,29.484136342733763,72.6507305130139,84.22783420912465,22.99440655411276,67.67300645612988,66.37758897800171
