station_id,x_coor,y_coor,y,ols_residual,mgwr_yhat,mgwr_residual,localR2,beta_Intercept,beta_TL,beta_RD,beta_LUI,beta_LUM,beta_GBS,beta_TS,beta_ES,se_Intercept,se_TL,se_RD,se_LUI,se_LUM,se_GBS,se_TS,se_ES,t_Intercept,t_TL,t_RD,t_LUI,t_LUM,t_GBS,t_TS,t_ES,p_Intercept,p_TL,p_RD,p_LUI,p_LUM,p_GBS,p_TS,p_ES,sumW_Intercept,sumW_TL,sumW_RD,sumW_LUI,sumW_LUM,sumW_GBS,sumW_TS,sumW_ES
1300.0,1166979.64523815,1943698.46533905,0.8801214010390219,1.038554441143664,0.6105564833884726,0.26956491765054935,0.5046908407930678,0.34282825196583566,0.4336599724326719,-0.3545430392797165,0.6004784818939926,-0.14393849967536532,0.16104724546947702,0.1995045092545244,0.01434757225068551,0.13119338052484875,0.1691464187930672,0.20066394205221186,0.12253755016419678,0.1951136880218938,0.1591227016939111,0.13074650782816605,0.13661698607246825,2.6131520553424727,2.5638140938899165,-1.7668497670970003,4.9003630404669325,-0.7377160522905697,1.012094715305098,1.5258878616989429,0.10502041263796337,0.010170010569904245,0.01164225002161072,0.07990634230760019,3.1624084156505795e-06,0.4621896608008711,0.31361748213173807,0.1297833923825594,0.9165425661164472,23.38131808775073,24.20448722357801,20.59808624547786,58.818473770478164,70.43235413080623,20.665603458007027,58.04470549704743,70.43235413080623
1310.0,1164471.22974782,1922773.86704756,-0.18051393154569298,-0.2827714897970851,-0.09161008311490533,-0.08890384843078765,0.541253466872833,0.365156318473529,0.37785488750650786,-0.3787087598192123,0.5945874400822544,-0.1540525780022072,4.4133566628086485e-06,0.19960743409239123,0.003916106326167059,0.1318959878085273,0.15832036492484466,0.21672400098803485,0.12278346566484422,0.19367250013034842,0.19432522441448558,0.13234210044122924,0.13721074608200834,2.7685172577320887,2.3866474012100536,-1.7474241804908377,4.842569289461738,-0.7954282507765655,2.271118778381127e-05,1.5082685965153872,0.028540813587781776,0.006565836275891602,0.018634557926766965,0.08323312556143259,4.029816554799492e-06,0.42800315914494513,0.9999819184439024,0.13422820363077276,0.9772802873911233,24.27111868804153,25.575718259190836,20.473102585687002,72.09021595735031,82.9805903898802,20.74116726597272,70.34507319043719,82.9805903898802
1320.0,1169244.56018426,1921368.70147826,1.99722712534159,1.3446820749699326,1.317834066580677,0.6793930587609132,0.5303540876460714,0.3812045480425017,0.2525850474051504,-0.4436029548079401,0.5929287018546837,-0.1548159189471777,-0.09550290242642166,0.20490456083755926,0.002213120637809125,0.1330645849898698,0.11276405039819304,0.21208814985029148,0.1228955928454485,0.19359400973395507,0.2056932101532226,0.13293415612210704,0.13712666053991568,2.8648084542669467,2.239943018304333,-2.091597079426974,4.824653904394612,-0.799693746515877,-0.46429778773582636,1.5413988911122556,0.0161392440324536,0.004961811855125752,0.027016644769778286,0.0386758374648695,4.342773722286073e-06,0.42553700606627276,0.6433121732008193,0.12596698138183382,0.9871512722831663,20.59251470827918,24.038175923366918,16.806809224534682,71.56303272763107,82.67316897230101,17.189212309440332,69.99892486850798,82.67316897230101
1330.0,1144639.34672135,1929107.50647746,-0.59151428076494,-0.5468190868596319,-0.4794328175073148,-0.11208146325762514,0.6126684466336885,0.3060612693986245,0.43671257431489896,-0.07499143734024286,0.5985036385491099,-0.15152512436229895,0.22454086104849355,0.17984251718213606,0.01023790663480093,0.12197384711776528,0.17458691282467825,0.2426751212629303,0.12264605964933284,0.19396609214761043,0.14853400532449054,0.13074659766687138,0.1378010440866128,2.5092368292944265,2.501404986486299,-0.3090198820133365,4.87992553743952,-0.7811938812840885,1.5117134999352964,1.3755043755735499,0.07429484081677963,0.013491618139730613,0.013777552603227106,0.7578655536426251,3.446095836397542e-06,0.4362937050548481,0.13334990374473438,0.17164850457071945,0.940904860559536,21.800865287790348,24.286818130156295,13.486075403861163,63.379696822646785,73.31416785245705,14.159441837565204,57.888808325889855,73.31416785245705
1340.0,1175328.49516593,1898027.79675252,-0.19579297193210501,-0.40182492885808974,-0.10123719013369294,-0.09455578179841208,0.6288604754409941,0.1213682501677858,0.01707422433884751,-0.173014820024306,0.5829817763972103,-0.18030559088619752,-0.6138348700004316,0.21336168583256437,-0.013797220317549815,0.12777733399292562,0.07729742977370657,0.11897449357239825,0.12341727429354017,0.19048343042591026,0.19565827678946723,0.13726991162317886,0.14018537430649405,0.9498417784683576,0.22088993629973794,-1.454217747260451,4.723664330899296,-0.946568373338533,-3.137280364893185,1.5543223078504331,-0.09842125389902863,0.3441845487208336,0.8255698377306016,0.1486097998984954,6.599706816324349e-06,0.3458434796498979,0.0021660356345757133,0.1228553492644214,0.9217691443754416,35.412607877984584,39.594909195423,27.18380284330352,67.9293281862498,75.02046633085331,27.52877663258398,60.95996288544661,75.02046633085331
1360.0,1157735.61553354,1901043.52283533,-1.4206355039953,-0.8667000987546996,-0.8903995564825306,-0.5302359475127695,0.7644481474994441,-0.10703536843007407,0.08335697600522485,0.1912231023624853,0.5840697947758186,-0.17938211122188977,0.02013292935101784,0.17884738862488658,-0.014084139534908764,0.1273298541262806,0.07991350346868263,0.14419079286214534,0.12324643731215079,0.19101543565852552,0.1347101472340632,0.13582423700195356,0.14012815738154477,-0.8406148673030028,1.0430899958965218,1.3261810866475057,4.7390399877971605,-0.9390974640529448,0.14945369568957736,1.3167560707321642,-0.10050898975685582,0.4023081262133802,0.2990944074738664,0.1874076276597956,6.194419833207469e-06,0.349648963955842,0.8814574311653105,0.19053844129598782,0.9201152623247109,15.34376282156037,24.207333537981015,13.868095253716714,65.53147784592879,77.65102814495606,14.035407967606488,61.08554822348172,77.65102814495606
1380.0,1167633.60312676,1937300.91346109,0.498630471311784,0.5292605461854791,0.0660880832849348,0.4325423880268492,0.5137848117564237,0.34939310655206324,0.40784679701644316,-0.37228430699691284,0.5989098954677198,-0.14625537317394924,0.12581555603671188,0.2007468103459587,0.011621014908017932,0.13069063869550515,0.16065095534245863,0.20023675213021122,0.12259667234373299,0.19477252975495518,0.17304785932900943,0.13112483943703745,0.13666393840108224,2.673436368813767,2.53871379816596,-1.859220662722403,4.885205152946677,-0.7509034942348094,0.7270564138993679,1.5309594368834427,0.08503351391727422,0.008600196664643954,0.012462466275500326,0.06555200609130707,3.3705283759175432e-06,0.45424452208600974,0.46866887431157855,0.12852567496179235,0.9323826071924209,25.566570895220952,26.451389857297073,22.306712812756707,62.90518327621365,74.44049022021402,22.74327782159045,62.16601837337757,74.44049022021402
1400.0,1176529.51123105,1895049.38830174,1.98795886061514,1.9530385306739568,0.6658561412392545,1.3221027193758854,0.6337287471188475,0.10852602701434619,0.013900074462036508,-0.1767377423725466,0.5841617083590054,-0.1833137833061096,-0.6313630427152374,0.21284026169555537,-0.012557481749897634,0.12622790391547772,0.07766519153625136,0.11928015331988853,0.12327946551664706,0.19003982169947128,0.19549286445378225,0.13633391686263066,0.14064207799812725,0.8597625695109005,0.17897431509646694,-1.48170284371254,4.738515907015536,-0.9646072158287001,-3.229596356262415,1.5611688315975847,-0.08928680469343496,0.39170868558162675,0.8582728055715925,0.14115431902802134,6.207828058432966e-06,0.3367656443167715,0.0016163119993980507,0.12123170092015086,0.9290092932028999,33.35392633291563,37.59973558841253,23.50963495678056,68.93506838651462,72.16404040872739,23.56029444409946,62.30121725452341,72.16404040872739
1410.0,1168871.48498392,1905449.33352743,0.0617329022799839,0.4324665794034041,-0.1589925637440563,0.2207254660240402,0.6745600417432802,0.14224395750758914,0.03719033676925763,-0.16025593709020497,0.5837852216653088,-0.17138356818193162,-0.43140303862098195,0.2043268072167439,-0.011914507702393762,0.1262445806261348,0.07572948305070215,0.11619062417501166,0.12340501056194443,0.19168536943854264,0.19356239414308488,0.13654103382822863,0.1389687054855966,1.126733177789512,0.49109455486917925,-1.3792501609150503,4.730644396098258,-0.8940878935305487,-2.228754405166537,1.4964498326106945,-0.08573518520418714,0.26220093014137347,0.6242954643975678,0.17049403532448384,6.4126313038630274e-06,0.3731422371282941,0.027774099393847243,0.13727595051149336,0.9318260204897817,28.741519950436405,38.08086940005134,19.197789850921897,70.37447695114311,82.20536194475245,19.316288002118355,66.07755576959116,82.20536194475245
1420.0,1169155.59813618,1924165.78538486,1.9505036043961002,1.4432809433185998,0.7760790564192586,1.1744245479768416,0.5377806043120512,0.3763666003240209,0.30171375250028404,-0.4465834591815292,0.5941848462063501,-0.15291002400855416,-0.017725782071654705,0.2042629158502699,0.004175653080561305,0.1326259820786181,0.1286537161801793,0.21849818368371182,0.12282567774797082,0.19384620571561031,0.20544857446802836,0.13249991861069682,0.1369820442412282,2.8378044363955635,2.3451615814791893,-2.043877215144193,4.837627254339873,-0.7888213413518489,-0.08627843788915249,1.541607859023844,0.03048321481615425,0.005370967963050734,0.020732927262605002,0.04325008072853041,4.113889913568798e-06,0.4318396240737038,0.9313951193526949,0.12591617705955055,0.9757345202896291,22.716760432678765,25.158324414688778,18.539367267119157,70.41866187290688,81.53884837185095,18.775275178618642,69.09087496929183,81.53884837185095
