station_id,x_coor,y_coor,y,ols_residual,mgwr_yhat,mgwr_residual,localR2,beta_Intercept,beta_TL,beta_LUI,beta_BS,beta_BD,beta_RD,beta_GBS,beta_TS,beta_ES,beta_LUM,se_Intercept,se_TL,se_LUI,se_BS,se_BD,se_RD,se_GBS,se_TS,se_ES,se_LUM,t_Intercept,t_TL,t_LUI,t_BS,t_BD,t_RD,t_GBS,t_TS,t_ES,t_LUM,p_Intercept,p_TL,p_LUI,p_BS,p_BD,p_RD,p_GBS,p_TS,p_ES,p_LUM,sumW_Intercept,sumW_TL,sumW_LUI,sumW_BS,sumW_BD,sumW_RD,sumW_GBS,sumW_TS,sumW_ES,sumW_LUM
490.0,1170964.65874586,1903685.42030979,-0.08942454410864968,0.18883497620915862,0.13362628207496524,-0.22305082618361494,0.6490011365655328,0.3067642028898617,0.05900802785387754,0.28329677230241684,-0.14514970476690708,0.053313726090154966,0.10322377251667791,-0.05117804409315243,0.061912125217566054,-0.004393812699869416,0.06723476466656873,0.11914363533007061,0.07090334611876592,0.08837698834832668,0.10629459444936602,0.08797014284510743,0.08280499871771749,0.12083357336929122,0.11069228375250333,0.1181832939653523,0.17297914227915565,2.574742679623757,0.8322319197042796,3.205549064263636,-1.3655417335079056,0.6060434184360322,1.2465886614957642,-0.42354159250709433,0.5593174439872906,-0.03717795089682935,0.3886871201966335,0.01130054476663074,0.4070029409112841,0.0017453900726770947,0.17474788022328913,0.5456802897880435,0.21508154484910766,0.6726912546865109,0.5770327622222686,0.970407578977555,0.6982263023371804,25.571884237023543,24.12698679650703,62.44864483628056,41.962764520788326,24.898714778515636,24.898714778515636,32.76834474320196,79.89141545622802,74.56306933656764,79.89141545622802
510.0,1179221.19584155,1868763.71813326,-1.4056833596492009,-0.9046455653417602,-1.5676446459153461,0.16196128626614525,0.6713715008816369,-0.40770916682711944,0.9186556513572217,0.2495737019276369,-0.13468482803235476,0.42249706260761694,0.5657850887794648,-0.5047498274378721,0.03920661991668958,0.03602147249419098,0.061988985318719256,0.10487486989435861,0.1639124261235078,0.0894532365977488,0.09607308979636464,0.1722333121693895,0.18432897135128712,0.14821781385538285,0.10853961252162123,0.11858287384438138,0.17160765695617528,-3.8875773313264514,5.604551607728727,2.789990741753862,-1.4018996195274982,2.4530507907326076,3.069431162295227,-3.405459939723305,0.3612194571717268,0.3037662296957203,0.3612250549784608,0.00016983695847714057,1.4516232938676963e-07,0.006171868325535499,0.16363859309372059,0.015666076112600798,0.0026757993951848575,0.0009104249506583839,0.7185981542287051,0.7618549105066582,0.7185939812134243,16.754807192479376,16.268890260507376,54.136761497367594,27.364333629809913,16.285280151350403,16.285280151350403,18.68113430800092,66.97574674539318,62.24198919542693,66.97574674539318
530.0,1169332.77215234,1918811.40944387,0.6349132673373313,0.19869959212618638,0.6993568429078206,-0.0644435755704893,0.7770872964568281,0.4174558340129782,0.4262525945941321,0.2996576106413706,0.010501487592088217,0.20013961679312303,-0.06279976974740027,-0.002248198475631447,0.06241808448350934,0.013541042376139227,0.07087438592678705,0.12876143079837485,0.17663234342499015,0.08749259508370756,0.10056521211309245,0.15251204075267066,0.1654710053619836,0.16916890082907374,0.1098062736134934,0.11604792123047103,0.17298622281200127,3.2420875678732135,2.4132193817331498,3.4249482525312747,0.10442465512108279,1.3122873171547824,-0.3795212920234563,-0.013289667690771367,0.5684382360812504,0.11668491975178714,0.4097111595055303,0.0015528302156905692,0.017391538102399455,0.0008532116153008891,0.9170142635067557,0.19203644143000456,0.7050007119206771,0.989419719501905,0.5708457715667603,0.9073132725036519,0.6827800170171267,16.292988211102223,15.130767591438804,66.61686462025158,29.971505296699178,15.462821699919118,15.462821699919118,18.032403948372764,83.48126532776618,74.36118471111445,83.48126532776618
540.0,1168029.49407113,1930295.53438257,1.2652233980612717,1.3083108972919144,0.8398703087093946,0.4253530893518771,0.7832230037932486,0.4230394991735651,0.5127673438914667,0.30533567216024354,0.17174420692398235,0.36056818873982377,-0.1425959794315626,0.002306696703712429,0.06213431458691257,0.02410166088361394,0.07214422048627864,0.11908910486246793,0.1861142847509964,0.08750478930696362,0.11122631521772497,0.23289333661078382,0.20530464403122495,0.17318335783304736,0.1094282651940626,0.11553968636137141,0.1729737312152087,3.552293886683584,2.7551208365198927,3.4893595491000737,1.5440968855957684,1.548211700631061,-0.6945579828670367,0.013319390111006718,0.5678086413663065,0.2086007123840687,0.4170819463709144,0.0005548113365420769,0.0068230846138855,0.0006872340531687122,0.12531228704009134,0.12431896465654754,0.48873319533412296,0.9893960580519892,0.5712718202517371,0.8351289787684193,0.6773960258993021,22.97480951222433,22.022912790380175,61.96862600925976,28.271538685219234,22.498504384399475,22.498504384399475,25.86198231108838,78.63156595479,69.98642752560589,78.63156595479
550.0,1148588.58858103,1926020.53969059,0.23803119609787754,0.5691979276064609,0.061877462865493366,0.17615373323238417,0.8498610418587994,0.41128283724111897,0.4633687856910229,0.31112550891223784,0.24944272699300918,0.23637848518369894,0.1005044039524214,0.09174357952298445,0.06039550404873492,0.029965440251947202,0.07262318172514531,0.10405537105982825,0.18237515830031537,0.08744079529370061,0.1046562602449629,0.28398989274323583,0.2564409019820933,0.1469252783023908,0.10888115366363957,0.11585605647642612,0.1723947713969921,3.9525382789192642,2.540745077396989,3.558127620719981,2.3834477403373,0.8323482321866157,0.3919203339857204,0.6244233843421046,0.5546919922919935,0.2586437098180054,0.42126092999600345,0.00013391970690630338,0.0123942107530349,0.000543839402324745,0.01878942671372039,0.40693757518939666,0.6958424184964187,0.5335864156294657,0.5801825743741922,0.7963725131782371,0.6743508655088546,16.26353880025896,14.003477539693709,59.29558661148349,25.957634466907514,14.071895640746897,14.071895640746897,21.894275235946896,76.80477400477204,68.17569263488029,76.80477400477204
560.0,1176444.43423897,1898979.0284974,0.9057147936213978,0.8448309653850082,0.6193021297323758,0.2864126638890221,0.6208992237427442,0.31488716613213824,0.06614906117043048,0.27641871341773505,-0.1771116358199489,0.043050827077715036,0.09736233173208445,-0.054969232637447886,0.06183745656960789,-0.010599265509335534,0.06372839837718285,0.12137293885203132,0.07104883623817294,0.08904052188926899,0.10857182047779644,0.08820648799717816,0.08333038922155382,0.12082257818887157,0.11076335067668651,0.11903407911117697,0.1728792737817796,2.5943770424478623,0.9310365190033905,3.1044147939911,-1.6312854941597783,0.48806871303040983,1.1683892592079863,-0.4549582823130889,0.5582844523195112,-0.089043957734456,0.3686294891406434,0.010709227319005093,0.3537850772861606,0.002400507600010523,0.10556573859313295,0.6264304553410347,0.24506621770937412,0.6499969676358786,0.5777354942701842,0.929201862590626,0.7130816605919739,28.499374845735797,27.61692190275289,58.944019822902135,40.57164591613661,27.814097477384763,27.814097477384763,33.93756536981076,75.11192242571157,69.3852812022088,75.11192242571157
570.0,1157455.12068528,1914787.23945613,0.5423728388905101,0.0382037490974344,0.6916132906699354,-0.14924045177942524,0.8763816315660795,0.34052614860252767,0.3989834906926174,0.30307985015035205,0.1540378986194727,0.21129697710495546,0.2753686487793754,-0.0033731758174844403,0.06083930779470828,0.01750831667689614,0.07110506415721533,0.11209918609454998,0.1766891088855885,0.0871844380381428,0.10493943708959833,0.21976427019610925,0.20969479115515674,0.15781142977604604,0.10944412121052194,0.11628936830025391,0.17258541150333911,3.0377218645932995,2.258110266156649,3.4763067465980106,1.4678742605409025,0.9614710203637838,1.3131878348643646,-0.021374724392722342,0.5558937942192477,0.15055818887665168,0.41199927350661164,0.0029502949243610356,0.025825201552496426,0.0007181933783063076,0.14486816919364295,0.3383326501851387,0.1917338692726992,0.9829837788165269,0.5793633939114182,0.8805880088801066,0.6811068973080803,11.620013399185527,10.587413467139996,66.12744343410749,20.97891266999578,10.87916142021922,10.87916142021922,16.83455413322506,83.93327639236743,74.85425483267689,83.93327639236743
590.0,1162783.21413024,1910383.12246002,0.7313713436758595,-0.4103189133987146,0.8571137772265535,-0.12574243355069392,0.8356511257708463,0.2687345450391072,0.309524350848434,0.2970471960263818,-0.02650792883658244,0.18086150550873428,0.06913639944556224,-0.04795217490408928,0.06122879327432912,0.008746065227387113,0.06996712802532574,0.11821911769753385,0.16526163867251759,0.08743276071853823,0.10103930780455672,0.16924227878385886,0.16909214640928877,0.13261636923244632,0.10987701508747995,0.11702195422432363,0.17275670426855957,2.273190244294246,1.8729352639531025,3.397435853394017,-0.2623526369347017,1.0686543977566885,0.4088681876343156,-0.3615856412117574,0.5572484220251256,0.0747386700671693,0.4050038365895085,0.024871446418611883,0.06361660153238063,0.0009350128701951245,0.7935189676213745,0.28746348897981555,0.6833968155508413,0.7183251917331825,0.5784407030657654,0.9405524932154616,0.6862270785292464,11.488950382552982,10.479831879684395,65.63199327218531,24.713644078744274,10.569938889417989,10.569938889417989,15.63466641522433,85.02225820075897,75.13447147485049,85.02225820075897
630.0,1175328.34617393,1908360.20047414,1.1245586239776557,0.9159688938749702,0.32449034004966004,0.8000682839279957,0.5805997698075872,0.38353406827017555,0.07464822494090273,0.28742415253750536,-0.1403299796206827,0.06795641085712045,0.1203846927853267,-0.04349727070880641,0.06335044271255111,-0.0018596852055519464,0.0683230707018311,0.11922970966241157,0.06993001469714506,0.08830955523784734,0.10771894372054365,0.08786761304858785,0.08361822277491601,0.12107597770898171,0.1106241113974069,0.11729629968704047,0.1731298087586445,3.2167659332235106,1.0674704597759836,3.2547344595199856,-1.3027418834029991,0.7733954354665675,1.439694468386142,-0.35925599389629936,0.5726639691140252,-0.015854593968554785,0.39463493428262497,0.001684030784814668,0.2879952172316684,0.001490932793657099,0.1952655829924241,0.44087524663571553,0.15267047969515973,0.7200623872654881,0.5679901791645257,0.9873778677345357,0.6938432616439021,23.633541077397478,21.18727607647028,62.18798367136162,37.4901651078664,21.1966229945442,21.1966229945442,30.41332783940599,79.48002615930821,74.36946211573395,79.48002615930821
650.0,1170472.73119341,1910775.10249239,0.5534709942884694,0.24793835053746044,0.46844523144287764,0.08502576284559171,0.6626641000600478,0.4033996431059685,0.15347394575803913,0.2925327177624263,-0.10576818486269499,0.10137959087569563,0.1220232964813665,-0.03822601449800628,0.06247484768003948,0.002408654551532779,0.06936345258059023,0.12511740953279155,0.07958077140544827,0.0877564326540401,0.10470479684898343,0.09116925341122267,0.0861959873529398,0.11994500744639924,0.11023900550340604,0.11737167073170558,0.17300900059164823,3.22416875966604,1.9285305111723507,3.333461820578674,-1.0101560582295508,1.111993211334295,1.4156493849502239,-0.3186961701185323,0.5667218004620806,0.020521600625747333,0.40092395391791347,0.0016446428941630949,0.056254141846453456,0.0011545446346028284,0.3145412231203544,0.2684603213534327,0.15958074964939797,0.7505350139609239,0.5720076493450665,0.9836628446259301,0.6892200426003956,14.362998691727658,12.592271021269541,68.12331006882192,35.00723335707016,12.913783519335347,12.913783519335347,25.025148061155985,83.57198260960827,73.01153012362596,83.57198260960827
