"station_id","stationname","LINES","POINT_X","POINT_Y","TL","BS","RD","BD","LUI","LUM","LS","GBS","TS","ES","avg_rides"
30,"Pulaski-Lake","Green Line (Lake)",1149789.47306214,1901420.43035568,1,26,11.40148652,0.238868464,70,0.601575528,0.742857143,0.1,0.114285714,0.042857143,6.07561767653037
40,"Quincy/Wells","Brown, Orange, Pink, Purple (Express)",1174769.55910141,1899173.22932958,4,73,22.16245035,8.789161139,569,0.613900662,0.67486819,0.175746924,0.096660808,0.029876977,6.98308198869293
60,"Belmont-O'Hare","Blue Line",1153202.40157732,1920656.94749359,1,50,17.23793264,0.367057072,120,0.491330671,0.791666667,0.075,0.058333333,0.041666667,7.15057310710997
70,"Jackson/Dearborn","Blue Line",1175981.49715054,1898986.07233741,1,78,19.50634826,7.190838464,675,0.650085311,0.642962963,0.148148148,0.152592593,0.038518519,7.31824411066951
80,"Sheridan","Red Line",1168782.69906383,1926475.82647501,1,59,12.70599057,0.774394068,198,0.549820412,0.757575758,0.065656566,0.070707071,0.04040404,7.41911893979841
90,"Damen-Brown","Brown Line",1162299.35492979,1931030.29073525,1,36,14.21383612,0.564466075,118,0.329143467,0.872881356,0.042372881,0.016949153,0.059322034,6.59600403592327
100,"Morse","Red Line",1165641.09906091,1946344.11935752,1,38,12.33423377,0.574323672,89,0.562018786,0.775280899,0.078651685,0.078651685,0.06741573,7.31141876514367
120,"35th/Archer","Orange Line",1162147.77912165,1881157.78688081,1,46,13.58756896,0.183300448,37,0.617247585,0.702702703,0.108108108,0.027027027,0.081081081,6.65228808404531
130,"51st","Green Line",1179151.84211349,1871283.07634361,1,41,12.1039416,0.273428146,52,0.705676663,0.615384615,0.076923077,0.038461538,0.192307692,5.67188518270194
150,"Pulaski-Cermak","Pink",1150164.33155849,1889923.88301697,1,43,14.49882592,0.320229603,55,0.679673339,0.636363636,0.127272727,0.018181818,0.072727273,6.03258467899906
160,"LaSalle/Van Buren","Brown, Orange, Pink, Purple (Express)",1175321.45695792,1898497.01044895,4,74,20.39929003,7.318861134,522,0.636942413,0.657088123,0.159003831,0.12835249,0.040229885,5.89350084983809
170,"Ashland-Lake","Green (Lake), Pink",1165706.56389297,1901501.95688375,2,30,16.58396291,0.419761378,84,0.600312105,0.69047619,0.154761905,0.047619048,0.095238095,6.89907223568986
190,"Sox-35th-Dan Ryan","Red Line",1175756.53587033,1881859.32211346,1,31,16.1681286,0.360624276,81,0.766791983,0.456790123,0.111111111,0.086419753,0.333333333,7.38625115589214
